Date,Store ID,Product ID,Units Sold,Units Ordered
2022-12-24,S001,P0017,33,51
2022-12-24,S001,P0018,46,126
2022-12-24,S001,P0019,458,167
2022-12-24,S001,P0020,359,181
2022-12-24,S002,P0001,143,52
2022-12-24,S002,P0002,114,90
2022-12-24,S002,P0003,22,127
2022-12-24,S002,P0004,32,149
2022-12-24,S002,P0005,306,87
2022-12-24,S002,P0006,137,87
2022-12-24,S002,P0007,14,35
2022-12-24,S002,P0008,23,156
2022-12-24,S002,P0009,10,50
2022-12-24,S002,P0010,404,132
2022-12-24,S002,P0011,393,157
2022-12-24,S002,P0012,17,90
2022-12-24,S002,P0013,86,110
2022-12-24,S002,P0014,13,159
2022-12-24,S002,P0015,85,124
2022-12-24,S002,P0016,101,120
2022-12-24,S002,P0017,80,132
2022-12-24,S002,P0018,74,99
2022-12-24,S002,P0019,21,53
2022-12-24,S002,P0020,15,104
2022-12-24,S003,P0001,90,132
2022-12-24,S003,P0002,249,55
2022-12-24,S003,P0003,88,107
2022-12-24,S003,P0004,255,27
2022-12-24,S003,P0005,9,106
2022-12-24,S003,P0006,11,189
2022-12-24,S003,P0007,44,125
2022-12-24,S003,P0008,42,87
2022-12-24,S003,P0009,124,159
2022-12-24,S003,P0010,23,106
2022-12-24,S003,P0011,124,79
2022-12-24,S003,P0012,92,118
2022-12-24,S003,P0013,143,135
2022-12-24,S003,P0014,18,169
2022-12-24,S003,P0015,245,21
2022-12-24,S003,P0016,66,27
2022-12-24,S003,P0017,98,182
2022-12-24,S003,P0018,85,30
2022-12-24,S003,P0019,361,184
2022-12-24,S003,P0020,0,99
2022-12-24,S004,P0001,39,188
2022-12-24,S004,P0002,27,146
2022-12-24,S004,P0003,187,122
2022-12-24,S004,P0004,10,75
2022-12-24,S004,P0005,8,158
2022-12-24,S004,P0006,480,192
2022-12-24,S004,P0007,3,138
2022-12-24,S004,P0008,99,150
2022-12-24,S004,P0009,80,53
2022-12-24,S004,P0010,30,187
2022-12-24,S004,P0011,147,130
2022-12-24,S004,P0012,140,177
2022-12-24,S004,P0013,18,163
2022-12-24,S004,P0014,77,113
2022-12-24,S004,P0015,36,128
2022-12-24,S004,P0016,60,33
2022-12-24,S004,P0017,138,84
2022-12-24,S004,P0018,57,154
2022-12-24,S004,P0019,58,97
2022-12-24,S004,P0020,100,144
2022-12-24,S005,P0001,114,142
2022-12-24,S005,P0002,8,132
2022-12-24,S005,P0003,20,142
2022-12-24,S005,P0004,33,197
2022-12-24,S005,P0005,57,198
2022-12-24,S005,P0006,86,127
2022-12-24,S005,P0007,112,55
2022-12-24,S005,P0008,139,188
2022-12-24,S005,P0009,75,81
2022-12-24,S005,P0010,250,59
2022-12-24,S005,P0011,254,60
2022-12-24,S005,P0012,139,153
2022-12-24,S005,P0013,35,182
2022-12-24,S005,P0014,160,38
2022-12-24,S005,P0015,47,104
2022-12-24,S005,P0016,101,134
2022-12-24,S005,P0017,158,109
2022-12-24,S005,P0018,159,88
2022-12-24,S005,P0019,5,33
2022-12-24,S005,P0020,56,29
2022-12-25,S001,P0001,86,39
2022-12-25,S001,P0002,155,167
2022-12-25,S001,P0003,53,62
2022-12-25,S001,P0004,100,47
2022-12-25,S001,P0005,75,39
2022-12-25,S001,P0006,81,142
2022-12-25,S001,P0007,67,156
2022-12-25,S001,P0008,154,194
2022-12-25,S001,P0009,57,149
2022-12-25,S001,P0010,108,183
2022-12-25,S001,P0011,33,104
2022-12-25,S001,P0012,234,175
2022-12-25,S001,P0013,98,155
2022-12-25,S001,P0014,257,104
2022-12-25,S001,P0015,30,89
2022-12-25,S001,P0016,75,24
2022-12-25,S001,P0017,226,144
2022-12-25,S001,P0018,220,36
2022-12-25,S001,P0019,467,129
2022-12-25,S001,P0020,77,192
2022-12-25,S002,P0001,402,58
2022-12-25,S002,P0002,215,147
2022-12-25,S002,P0003,196,200
2022-12-25,S002,P0004,247,66
2022-12-25,S002,P0005,154,99
2022-12-25,S002,P0006,5,129
2022-12-25,S002,P0007,16,145
2022-12-25,S002,P0008,322,80
2022-12-25,S002,P0009,231,40
2022-12-25,S002,P0010,84,32
2022-12-25,S002,P0011,36,86
2022-12-25,S002,P0012,218,127
2022-12-25,S002,P0013,152,136
2022-12-25,S002,P0014,185,93
2022-12-25,S002,P0015,44,59
2022-12-25,S002,P0016,235,28
2022-12-25,S002,P0017,148,85
2022-12-25,S002,P0018,49,140
2022-12-25,S002,P0019,56,93
2022-12-25,S002,P0020,359,163
2022-12-25,S003,P0001,26,173
2022-12-25,S003,P0002,139,86
2022-12-25,S003,P0003,146,117
2022-12-25,S003,P0004,39,156
2022-12-25,S003,P0005,23,86
2022-12-25,S003,P0006,62,105
2022-12-25,S003,P0007,292,100
2022-12-25,S003,P0008,60,168
2022-12-25,S003,P0009,145,26
2022-12-25,S003,P0010,69,152
2022-12-25,S003,P0011,187,80
2022-12-25,S003,P0012,152,144
2022-12-25,S003,P0013,36,175
2022-12-25,S003,P0014,313,131
2022-12-25,S003,P0015,48,199
2022-12-25,S003,P0016,9,113
2022-12-25,S003,P0017,60,111
2022-12-25,S003,P0018,69,99
2022-12-25,S003,P0019,38,51
2022-12-25,S003,P0020,1,123
2022-12-25,S004,P0001,296,107
2022-12-25,S004,P0002,68,71
2022-12-25,S004,P0003,197,191
2022-12-25,S004,P0004,10,50
2022-12-25,S004,P0005,91,28
2022-12-25,S004,P0006,56,115
2022-12-25,S004,P0007,0,107
2022-12-25,S004,P0008,128,69
2022-12-25,S004,P0009,60,144
2022-12-25,S004,P0010,12,179
2022-12-25,S004,P0011,105,100
2022-12-25,S004,P0012,106,138
2022-12-25,S004,P0013,76,61
2022-12-25,S004,P0014,1,151
2022-12-25,S004,P0015,20,36
2022-12-25,S004,P0016,390,100
2022-12-25,S004,P0017,325,139
2022-12-25,S004,P0018,78,182
2022-12-25,S004,P0019,71,134
2022-12-25,S004,P0020,20,199
2022-12-25,S005,P0001,10,172
2022-12-25,S005,P0002,29,56
2022-12-25,S005,P0003,239,80
2022-12-25,S005,P0004,184,102
2022-12-25,S005,P0005,105,173
2022-12-25,S005,P0006,124,159
2022-12-25,S005,P0007,223,87
2022-12-25,S005,P0008,98,109
2022-12-25,S005,P0009,169,173
2022-12-25,S005,P0010,221,144
2022-12-25,S005,P0011,23,182
2022-12-25,S005,P0012,92,88
2022-12-25,S005,P0013,166,106
2022-12-25,S005,P0014,4,52
2022-12-25,S005,P0015,47,58
2022-12-25,S005,P0016,35,74
2022-12-25,S005,P0017,90,55
2022-12-25,S005,P0018,63,48
2022-12-25,S005,P0019,95,169
2022-12-25,S005,P0020,95,167
2022-12-26,S001,P0001,51,139
2022-12-26,S001,P0002,69,52
2022-12-26,S001,P0003,10,82
2022-12-26,S001,P0004,14,186
2022-12-26,S001,P0005,169,82
2022-12-26,S001,P0006,41,32
2022-12-26,S001,P0007,427,79
2022-12-26,S001,P0008,50,191
2022-12-26,S001,P0009,120,32
2022-12-26,S001,P0010,139,150
2022-12-26,S001,P0011,19,166
2022-12-26,S001,P0012,1,80
2022-12-26,S001,P0013,5,179
2022-12-26,S001,P0014,322,191
2022-12-26,S001,P0015,271,33
2022-12-26,S001,P0016,127,50
2022-12-26,S001,P0017,125,72
2022-12-26,S001,P0018,241,159
2022-12-26,S001,P0019,13,39
2022-12-26,S001,P0020,75,184
2022-12-26,S002,P0001,402,65
2022-12-26,S002,P0002,138,81
2022-12-26,S002,P0003,263,125
2022-12-26,S002,P0004,231,62
2022-12-26,S002,P0005,218,130
2022-12-26,S002,P0006,380,193
2022-12-26,S002,P0007,279,87
2022-12-26,S002,P0008,208,168
2022-12-26,S002,P0009,209,110
2022-12-26,S002,P0010,74,42
2022-12-26,S002,P0011,30,119
2022-12-26,S002,P0012,94,191
2022-12-26,S002,P0013,99,113
2022-12-26,S002,P0014,35,85
2022-12-26,S002,P0015,180,140
2022-12-26,S002,P0016,67,133
2022-12-26,S002,P0017,377,133
2022-12-26,S002,P0018,343,38
2022-12-26,S002,P0019,285,99
2022-12-26,S002,P0020,157,156
2022-12-26,S003,P0001,371,50
2022-12-26,S003,P0002,166,135
2022-12-26,S003,P0003,220,88
2022-12-26,S003,P0004,24,64
2022-12-26,S003,P0005,248,21
2022-12-26,S003,P0006,3,70
2022-12-26,S003,P0007,485,116
2022-12-26,S003,P0008,117,87
2022-12-26,S003,P0009,34,116
2022-12-26,S003,P0010,144,145
2022-12-26,S003,P0011,97,36
2022-12-26,S003,P0012,12,59
2022-12-26,S003,P0013,16,190
2022-12-26,S003,P0014,10,61
2022-12-26,S003,P0015,207,54
2022-12-26,S003,P0016,77,174
2022-12-26,S003,P0017,245,182
2022-12-26,S003,P0018,44,164
2022-12-26,S003,P0019,51,32
2022-12-26,S003,P0020,76,157
2022-12-26,S004,P0001,82,188
2022-12-26,S004,P0002,242,123
2022-12-26,S004,P0003,95,25
2022-12-26,S004,P0004,254,45
2022-12-26,S004,P0005,70,72
2022-12-26,S004,P0006,4,34
2022-12-26,S004,P0007,28,78
2022-12-26,S004,P0008,229,157
2022-12-26,S004,P0009,157,180
2022-12-26,S004,P0010,125,92
2022-12-26,S004,P0011,126,89
2022-12-26,S004,P0012,210,60
2022-12-26,S004,P0013,97,176
2022-12-26,S004,P0014,188,21
2022-12-26,S004,P0015,111,49
2022-12-26,S004,P0016,330,105
2022-12-26,S004,P0017,164,160
2022-12-26,S004,P0018,224,21
2022-12-26,S004,P0019,4,115
2022-12-26,S004,P0020,265,51
2022-12-26,S005,P0001,64,128
2022-12-26,S005,P0002,77,72
2022-12-26,S005,P0003,13,175
2022-12-26,S005,P0004,84,148
2022-12-26,S005,P0005,200,74
2022-12-26,S005,P0006,213,108
2022-12-26,S005,P0007,214,75
2022-12-26,S005,P0008,40,146
2022-12-26,S005,P0009,173,133
2022-12-26,S005,P0010,305,58
2022-12-26,S005,P0011,81,144
2022-12-26,S005,P0012,74,195
2022-12-26,S005,P0013,42,36
2022-12-26,S005,P0014,13,112
2022-12-26,S005,P0015,97,147
2022-12-26,S005,P0016,119,30
2022-12-26,S005,P0017,278,147
2022-12-26,S005,P0018,56,185
2022-12-26,S005,P0019,56,45
2022-12-26,S005,P0020,117,61
2022-12-27,S001,P0001,164,103
2022-12-27,S001,P0002,139,42
2022-12-27,S001,P0003,3,43
2022-12-27,S001,P0004,10,180
2022-12-27,S001,P0005,69,200
2022-12-27,S001,P0006,243,91
2022-12-27,S001,P0007,277,175
2022-12-27,S001,P0008,1,36
2022-12-27,S001,P0009,202,61
2022-12-27,S001,P0010,59,76
2022-12-27,S001,P0011,194,127
2022-12-27,S001,P0012,56,44
2022-12-27,S001,P0013,26,151
2022-12-27,S001,P0014,353,62
2022-12-27,S001,P0015,16,164
2022-12-27,S001,P0016,97,55
2022-12-27,S001,P0017,164,49
2022-12-27,S001,P0018,7,158
2022-12-27,S001,P0019,54,88
2022-12-27,S001,P0020,43,146
2022-12-27,S002,P0001,63,146
2022-12-27,S002,P0002,9,168
2022-12-27,S002,P0003,12,101
2022-12-27,S002,P0004,394,183
2022-12-27,S002,P0005,93,181
2022-12-27,S002,P0006,141,104
2022-12-27,S002,P0007,44,93
2022-12-27,S002,P0008,55,62
2022-12-27,S002,P0009,131,200
2022-12-27,S002,P0010,96,28
2022-12-27,S002,P0011,72,83
2022-12-27,S002,P0012,401,115
2022-12-27,S002,P0013,359,20
2022-12-27,S002,P0014,158,191
2022-12-27,S002,P0015,84,137
2022-12-27,S002,P0016,73,92
2022-12-27,S002,P0017,55,168
2022-12-27,S002,P0018,449,190
2022-12-27,S002,P0019,117,146
2022-12-27,S002,P0020,195,195
2022-12-27,S003,P0001,368,47
2022-12-27,S003,P0002,43,120
2022-12-27,S003,P0003,146,179
2022-12-27,S003,P0004,58,137
2022-12-27,S003,P0005,227,130
2022-12-27,S003,P0006,115,86
2022-12-27,S003,P0007,144,133
2022-12-27,S003,P0008,10,193
2022-12-27,S003,P0009,106,153
2022-12-27,S003,P0010,8,94
2022-12-27,S003,P0011,29,150
2022-12-27,S003,P0012,246,186
2022-12-27,S003,P0013,104,34
2022-12-27,S003,P0014,150,45
2022-12-27,S003,P0015,28,151
2022-12-27,S003,P0016,10,59
2022-12-27,S003,P0017,78,193
2022-12-27,S003,P0018,221,125
2022-12-27,S003,P0019,124,66
2022-12-27,S003,P0020,150,101
2022-12-27,S004,P0001,237,183
2022-12-27,S004,P0002,52,179
2022-12-27,S004,P0003,38,42
2022-12-27,S004,P0004,167,143
2022-12-27,S004,P0005,20,91
2022-12-27,S004,P0006,272,158
2022-12-27,S004,P0007,32,192
2022-12-27,S004,P0008,215,20
2022-12-27,S004,P0009,129,167
2022-12-27,S004,P0010,9,126
2022-12-27,S004,P0011,38,36
2022-12-27,S004,P0012,80,74
2022-12-27,S004,P0013,290,112
2022-12-27,S004,P0014,277,172
2022-12-27,S004,P0015,165,22
2022-12-27,S004,P0016,68,33
2022-12-27,S004,P0017,74,133
2022-12-27,S004,P0018,14,68
2022-12-27,S004,P0019,98,105
2022-12-27,S004,P0020,52,39
2022-12-27,S005,P0001,55,133
2022-12-27,S005,P0002,175,182
2022-12-27,S005,P0003,96,182
2022-12-27,S005,P0004,403,74
2022-12-27,S005,P0005,161,104
2022-12-27,S005,P0006,98,132
2022-12-27,S005,P0007,126,182
2022-12-27,S005,P0008,50,194
2022-12-27,S005,P0009,262,132
2022-12-27,S005,P0010,35,78
2022-12-27,S005,P0011,10,75
2022-12-27,S005,P0012,154,142
2022-12-27,S005,P0013,136,72
2022-12-27,S005,P0014,86,164
2022-12-27,S005,P0015,49,143
2022-12-27,S005,P0016,106,99
2022-12-27,S005,P0017,22,126
2022-12-27,S005,P0018,246,97
2022-12-27,S005,P0019,30,156
2022-12-27,S005,P0020,59,138
2022-12-28,S001,P0001,48,81
2022-12-28,S001,P0002,51,123
2022-12-28,S001,P0003,18,87
2022-12-28,S001,P0004,8,177
2022-12-28,S001,P0005,292,134
2022-12-28,S001,P0006,62,31
2022-12-28,S001,P0007,263,117
2022-12-28,S001,P0008,56,77
2022-12-28,S001,P0009,109,92
2022-12-28,S001,P0010,74,66
2022-12-28,S001,P0011,345,50
2022-12-28,S001,P0012,4,177
2022-12-28,S001,P0013,141,129
2022-12-28,S001,P0014,236,34
2022-12-28,S001,P0015,26,54
2022-12-28,S001,P0016,21,157
2022-12-28,S001,P0017,107,77
2022-12-28,S001,P0018,31,62
2022-12-28,S001,P0019,109,85
2022-12-28,S001,P0020,158,26
2022-12-28,S002,P0001,87,114
2022-12-28,S002,P0002,209,98
2022-12-28,S002,P0003,29,194
2022-12-28,S002,P0004,66,126
2022-12-28,S002,P0005,66,49
2022-12-28,S002,P0006,5,102
2022-12-28,S002,P0007,2,173
2022-12-28,S002,P0008,166,110
2022-12-28,S002,P0009,143,23
2022-12-28,S002,P0010,160,106
2022-12-28,S002,P0011,26,37
2022-12-28,S002,P0012,343,110
2022-12-28,S002,P0013,194,127
2022-12-28,S002,P0014,176,103
2022-12-28,S002,P0015,31,175
2022-12-28,S002,P0016,49,25
2022-12-28,S002,P0017,86,154
2022-12-28,S002,P0018,180,44
2022-12-28,S002,P0019,30,75
2022-12-28,S002,P0020,10,42
2022-12-28,S003,P0001,49,189
2022-12-28,S003,P0002,8,93
2022-12-28,S003,P0003,247,108
2022-12-28,S003,P0004,216,130
2022-12-28,S003,P0005,339,164
2022-12-28,S003,P0006,120,108
2022-12-28,S003,P0007,16,159
2022-12-28,S003,P0008,209,51
2022-12-28,S003,P0009,244,145
2022-12-28,S003,P0010,27,71
2022-12-28,S003,P0011,193,76
2022-12-28,S003,P0012,24,177
2022-12-28,S003,P0013,314,129
2022-12-28,S003,P0014,111,94
2022-12-28,S003,P0015,4,76
2022-12-28,S003,P0016,35,84
2022-12-28,S003,P0017,41,43
2022-12-28,S003,P0018,72,52
2022-12-28,S003,P0019,24,116
2022-12-28,S003,P0020,107,42
2022-12-28,S004,P0001,28,75
2022-12-28,S004,P0002,125,35
2022-12-28,S004,P0003,386,25
2022-12-28,S004,P0004,271,63
2022-12-28,S004,P0005,13,20
2022-12-28,S004,P0006,164,141
2022-12-28,S004,P0007,47,64
2022-12-28,S004,P0008,133,35
2022-12-28,S004,P0009,436,77
2022-12-28,S004,P0010,309,92
2022-12-28,S004,P0011,50,189
2022-12-28,S004,P0012,88,59
2022-12-28,S004,P0013,138,71
2022-12-28,S004,P0014,9,191
2022-12-28,S004,P0015,50,22
2022-12-28,S004,P0016,237,137
2022-12-28,S004,P0017,20,182
2022-12-28,S004,P0018,83,179
2022-12-28,S004,P0019,1,111
2022-12-28,S004,P0020,122,76
2022-12-28,S005,P0001,61,156
2022-12-28,S005,P0002,45,128
2022-12-28,S005,P0003,143,170
2022-12-28,S005,P0004,28,64
2022-12-28,S005,P0005,282,30
2022-12-28,S005,P0006,141,99
2022-12-28,S005,P0007,125,58
2022-12-28,S005,P0008,228,75
2022-12-28,S005,P0009,86,159
2022-12-28,S005,P0010,286,136
2022-12-28,S005,P0011,298,58
2022-12-28,S005,P0012,90,170
2022-12-28,S005,P0013,131,153
2022-12-28,S005,P0014,27,121
2022-12-28,S005,P0015,242,63
2022-12-28,S005,P0016,239,173
2022-12-28,S005,P0017,50,68
2022-12-28,S005,P0018,53,75
2022-12-28,S005,P0019,6,194
2022-12-28,S005,P0020,257,80
2022-12-29,S001,P0001,28,148
2022-12-29,S001,P0002,151,132
2022-12-29,S001,P0003,310,85
2022-12-29,S001,P0004,26,93
2022-12-29,S001,P0005,85,76
2022-12-29,S001,P0006,101,117
2022-12-29,S001,P0007,193,77
2022-12-29,S001,P0008,189,133
2022-12-29,S001,P0009,253,82
2022-12-29,S001,P0010,18,147
2022-12-29,S001,P0011,105,146
2022-12-29,S001,P0012,148,143
2022-12-29,S001,P0013,451,36
2022-12-29,S001,P0014,87,194
2022-12-29,S001,P0015,160,183
2022-12-29,S001,P0016,20,20
2022-12-29,S001,P0017,392,195
2022-12-29,S001,P0018,163,181
2022-12-29,S001,P0019,71,43
2022-12-29,S001,P0020,151,199
2022-12-29,S002,P0001,29,106
2022-12-29,S002,P0002,105,155
2022-12-29,S002,P0003,177,189
2022-12-29,S002,P0004,59,49
2022-12-29,S002,P0005,55,99
2022-12-29,S002,P0006,32,76
2022-12-29,S002,P0007,28,86
2022-12-29,S002,P0008,321,79
2022-12-29,S002,P0009,476,138
2022-12-29,S002,P0010,87,143
2022-12-29,S002,P0011,62,93
2022-12-29,S002,P0012,28,40
2022-12-29,S002,P0013,4,117
2022-12-29,S002,P0014,28,156
2022-12-29,S002,P0015,287,54
2022-12-29,S002,P0016,242,50
2022-12-29,S002,P0017,328,20
2022-12-29,S002,P0018,58,142
2022-12-29,S002,P0019,70,70
2022-12-29,S002,P0020,39,77
2022-12-29,S003,P0001,137,81
2022-12-29,S003,P0002,329,28
2022-12-29,S003,P0003,137,115
2022-12-29,S003,P0004,47,95
2022-12-29,S003,P0005,297,102
2022-12-29,S003,P0006,180,39
2022-12-29,S003,P0007,38,184
2022-12-29,S003,P0008,46,105
2022-12-29,S003,P0009,60,133
2022-12-29,S003,P0010,54,172
2022-12-29,S003,P0011,97,43
2022-12-29,S003,P0012,76,170
2022-12-29,S003,P0013,74,199
2022-12-29,S003,P0014,255,160
2022-12-29,S003,P0015,224,20
2022-12-29,S003,P0016,6,188
2022-12-29,S003,P0017,50,167
2022-12-29,S003,P0018,133,142
2022-12-29,S003,P0019,4,120
2022-12-29,S003,P0020,222,20
2022-12-29,S004,P0001,20,196
2022-12-29,S004,P0002,19,51
2022-12-29,S004,P0003,166,104
2022-12-29,S004,P0004,222,186
2022-12-29,S004,P0005,77,184
2022-12-29,S004,P0006,11,131
2022-12-29,S004,P0007,97,61
2022-12-29,S004,P0008,364,69
2022-12-29,S004,P0009,229,86
2022-12-29,S004,P0010,100,150
2022-12-29,S004,P0011,61,139
2022-12-29,S004,P0012,31,89
2022-12-29,S004,P0013,6,40
2022-12-29,S004,P0014,252,187
2022-12-29,S004,P0015,52,128
2022-12-29,S004,P0016,153,122
2022-12-29,S004,P0017,30,62
2022-12-29,S004,P0018,237,69
2022-12-29,S004,P0019,97,20
2022-12-29,S004,P0020,58,84
2022-12-29,S005,P0001,134,155
2022-12-29,S005,P0002,328,187
2022-12-29,S005,P0003,22,163
2022-12-29,S005,P0004,8,149
2022-12-29,S005,P0005,237,40
2022-12-29,S005,P0006,2,35
2022-12-29,S005,P0007,232,181
2022-12-29,S005,P0008,284,120
2022-12-29,S005,P0009,91,103
2022-12-29,S005,P0010,116,55
2022-12-29,S005,P0011,198,141
2022-12-29,S005,P0012,138,163
2022-12-29,S005,P0013,16,172
2022-12-29,S005,P0014,178,68
2022-12-29,S005,P0015,361,180
2022-12-29,S005,P0016,298,43
2022-12-29,S005,P0017,392,116
2022-12-29,S005,P0018,286,35
2022-12-29,S005,P0019,316,71
2022-12-29,S005,P0020,107,71
2022-12-30,S001,P0001,83,32
2022-12-30,S001,P0002,125,190
2022-12-30,S001,P0003,47,135
2022-12-30,S001,P0004,74,22
2022-12-30,S001,P0005,146,114
2022-12-30,S001,P0006,123,74
2022-12-30,S001,P0007,82,78
2022-12-30,S001,P0008,91,199
2022-12-30,S001,P0009,102,65
2022-12-30,S001,P0010,102,35
2022-12-30,S001,P0011,75,196
2022-12-30,S001,P0012,207,193
2022-12-30,S001,P0013,196,100
2022-12-30,S001,P0014,456,177
2022-12-30,S001,P0015,381,21
2022-12-30,S001,P0016,94,171
2022-12-30,S001,P0017,43,195
2022-12-30,S001,P0018,40,89
2022-12-30,S001,P0019,45,24
2022-12-30,S001,P0020,168,135
2022-12-30,S002,P0001,116,163
2022-12-30,S002,P0002,115,89
2022-12-30,S002,P0003,1,138
2022-12-30,S002,P0004,58,71
2022-12-30,S002,P0005,64,142
2022-12-30,S002,P0006,71,179
2022-12-30,S002,P0007,59,34
2022-12-30,S002,P0008,21,123
2022-12-30,S002,P0009,61,183
2022-12-30,S002,P0010,40,45
2022-12-30,S002,P0011,71,143
2022-12-30,S002,P0012,147,104
2022-12-30,S002,P0013,46,75
2022-12-30,S002,P0014,194,132
2022-12-30,S002,P0015,93,22
2022-12-30,S002,P0016,277,143
2022-12-30,S002,P0017,78,162
2022-12-30,S002,P0018,262,30
2022-12-30,S002,P0019,116,184
2022-12-30,S002,P0020,372,151
2022-12-30,S003,P0001,360,55
2022-12-30,S003,P0002,35,140
2022-12-30,S003,P0003,10,115
2022-12-30,S003,P0004,249,75
2022-12-30,S003,P0005,234,170
2022-12-30,S003,P0006,204,55
2022-12-30,S003,P0007,230,93
2022-12-30,S003,P0008,114,196
2022-12-30,S003,P0009,343,194
2022-12-30,S003,P0010,19,199
2022-12-30,S003,P0011,31,77
2022-12-30,S003,P0012,159,37
2022-12-30,S003,P0013,164,171
2022-12-30,S003,P0014,146,90
2022-12-30,S003,P0015,183,120
2022-12-30,S003,P0016,11,150
2022-12-30,S003,P0017,410,181
2022-12-30,S003,P0018,73,149
2022-12-30,S003,P0019,0,95
2022-12-30,S003,P0020,93,30
2022-12-30,S004,P0001,98,145
2022-12-30,S004,P0002,190,190
2022-12-30,S004,P0003,83,115
2022-12-30,S004,P0004,9,31
2022-12-30,S004,P0005,105,41
2022-12-30,S004,P0006,328,115
2022-12-30,S004,P0007,301,116
2022-12-30,S004,P0008,126,28
2022-12-30,S004,P0009,170,138
2022-12-30,S004,P0010,323,89
2022-12-30,S004,P0011,122,85
2022-12-30,S004,P0012,360,192
2022-12-30,S004,P0013,46,123
2022-12-30,S004,P0014,143,78
2022-12-30,S004,P0015,321,123
2022-12-30,S004,P0016,169,62
2022-12-30,S004,P0017,162,193
2022-12-30,S004,P0018,25,48
2022-12-30,S004,P0019,54,32
2022-12-30,S004,P0020,62,135
2022-12-30,S005,P0001,125,30
2022-12-30,S005,P0002,202,40
2022-12-30,S005,P0003,265,84
2022-12-30,S005,P0004,31,35
2022-12-30,S005,P0005,90,22
2022-12-30,S005,P0006,368,76
2022-12-30,S005,P0007,59,194
2022-12-30,S005,P0008,68,22
2022-12-30,S005,P0009,5,116
2022-12-30,S005,P0010,27,108
2022-12-30,S005,P0011,137,39
2022-12-30,S005,P0012,110,66
2022-12-30,S005,P0013,198,147
2022-12-30,S005,P0014,50,20
2022-12-30,S005,P0015,101,101
2022-12-30,S005,P0016,209,149
2022-12-30,S005,P0017,163,141
2022-12-30,S005,P0018,147,176
2022-12-30,S005,P0019,207,98
2022-12-30,S005,P0020,103,32
2022-12-31,S001,P0001,378,193
2022-12-31,S001,P0002,22,180
2022-12-31,S001,P0003,49,90
2022-12-31,S001,P0004,194,175
2022-12-31,S001,P0005,1,145
2022-12-31,S001,P0006,271,46
2022-12-31,S001,P0007,162,143
2022-12-31,S001,P0008,35,38
2022-12-31,S001,P0009,92,102
2022-12-31,S001,P0010,29,85
2022-12-31,S001,P0011,58,184
2022-12-31,S001,P0012,52,23
2022-12-31,S001,P0013,438,146
2022-12-31,S001,P0014,23,117
2022-12-31,S001,P0015,225,193
2022-12-31,S001,P0016,31,173
2022-12-31,S001,P0017,107,76
2022-12-31,S001,P0018,39,117
2022-12-31,S001,P0019,128,172
2022-12-31,S001,P0020,106,83
2022-12-31,S002,P0001,100,192
2022-12-31,S002,P0002,173,65
2022-12-31,S002,P0003,105,26
2022-12-31,S002,P0004,212,149
2022-12-31,S002,P0005,3,138
2022-12-31,S002,P0006,178,193
2022-12-31,S002,P0007,180,183
2022-12-31,S002,P0008,446,166
2022-12-31,S002,P0009,89,54
2022-12-31,S002,P0010,56,130
2022-12-31,S002,P0011,119,166
2022-12-31,S002,P0012,113,153
2022-12-31,S002,P0013,1,137
2022-12-31,S002,P0014,13,43
2022-12-31,S002,P0015,160,85
2022-12-31,S002,P0016,61,79
2022-12-31,S002,P0017,66,174
2022-12-31,S002,P0018,93,143
2022-12-31,S002,P0019,118,131
2022-12-31,S002,P0020,47,165
2022-12-31,S003,P0001,9,144
2022-12-31,S003,P0002,249,21
2022-12-31,S003,P0003,61,24
2022-12-31,S003,P0004,159,78
2022-12-31,S003,P0005,58,38
2022-12-31,S003,P0006,38,185
2022-12-31,S003,P0007,190,44
2022-12-31,S003,P0008,65,33
2022-12-31,S003,P0009,35,87
2022-12-31,S003,P0010,433,97
2022-12-31,S003,P0011,6,27
2022-12-31,S003,P0012,27,138
2022-12-31,S003,P0013,12,92
2022-12-31,S003,P0014,8,103
2022-12-31,S003,P0015,74,193
2022-12-31,S003,P0016,393,131
2022-12-31,S003,P0017,7,193
2022-12-31,S003,P0018,41,200
2022-12-31,S003,P0019,108,35
2022-12-31,S003,P0020,306,160
2022-12-31,S004,P0001,12,121
2022-12-31,S004,P0002,361,165
2022-12-31,S004,P0003,184,145
2022-12-31,S004,P0004,41,194
2022-12-31,S004,P0005,408,34
2022-12-31,S004,P0006,388,198
2022-12-31,S004,P0007,21,130
2022-12-31,S004,P0008,77,186
2022-12-31,S004,P0009,17,164
2022-12-31,S004,P0010,350,98
2022-12-31,S004,P0011,227,34
2022-12-31,S004,P0012,148,163
2022-12-31,S004,P0013,216,188
2022-12-31,S004,P0014,167,62
2022-12-31,S004,P0015,68,152
2022-12-31,S004,P0016,29,155
2022-12-31,S004,P0017,259,120
2022-12-31,S004,P0018,15,40
2022-12-31,S004,P0019,176,25
2022-12-31,S004,P0020,195,30
2022-12-31,S005,P0001,33,58
2022-12-31,S005,P0002,289,137
2022-12-31,S005,P0003,8,52
2022-12-31,S005,P0004,74,184
2022-12-31,S005,P0005,200,81
2022-12-31,S005,P0006,47,54
2022-12-31,S005,P0007,86,172
2022-12-31,S005,P0008,141,187
2022-12-31,S005,P0009,147,25
2022-12-31,S005,P0010,41,135
2022-12-31,S005,P0011,3,72
2022-12-31,S005,P0012,55,75
